id,name,address,coordinate_val,display_phone,genre,price,rating,review_count
ifIfq2EwEohCgoKnG68_LA,Villa Berulia,"107 E 34th St,New York, NY 10016","(40.7467827, -73.9806507)",(212) 689-1970,Italian,$$,4,161
k5BZq7XdRFr4xMbZMMGxxg,Dos Toros,"1 State St,New York, NY 10004","(40.70253, -74.01333)",(646) 921-8550,Mexican,,4,19
aTBxCoZDOnqAXPDdQmrxMg,Taqueria Mexico 2000,"131 Grand St,Brooklyn, NY 11249","(40.71509, -73.96246)",(718) 395-9985,Mexican,,4,16
wvn-FO-tY9_iWmA_OgMvEA,Frank's Trattoria,"371 1st Ave,New York, NY 10010","(40.73612, -73.979473)",(212) 677-2991,Italian,$$,3.5,136
0Tvwk0hvgaY0QVIsZGTZKQ,Antica Ristorante,"8 Stone St,New York, NY 10004","(40.7039355145338, -74.0121731758117)",(212) 480-3880,Italian,$$$,4.5,500
nI1UYDCYUTt23TpGxqnLKg,Buddakan,"75 9th Ave,New York, NY 10011","(40.7422762672197, -74.0048000961542)",(212) 989-6699,Chinese,$$$,4,3982
REIcoQFvGB7B6S0GmqHo1A,Hakubai,"66 Park Ave,New York, NY 10016","(40.74954, -73.97986)",(212) 885-7111,Japanese,$$$$,4,112
TsYrzVVtkKO4Asrk_L9stw,Parm,"235 Columbus Ave,New York, NY 10023","(40.7764333, -73.9794019)",(212) 776-4921,Italian,$$,3.5,555
VH5_XGkL6M3VrmbKCQKOFQ,Dia De Los Tacos NYC,"23-14 Ditmars Blvd,New York, NY 11105","(40.7793375068, -73.9155051299)",(718) 606-0116,Mexican,,4.5,3
25npnVAlhRjguunYS8zy8w,Piccola Strada,"77 E 4th St,New York, NY 10003","(40.72662, -73.99019)",(212) 674-1557,Italian,$$,4.5,187
zDujEq9qZk13nBcG2PH4tA,Il Falco,"21-50 44th Dr,Long Island City, NY 11101","(40.7476595714373, -73.9455319123659)",(718) 707-0009,Italian,$$$,4.5,287
h37t9rA06Sr4EetJjKrfzw,Don Angie,"103 Greenwich Ave,New York, NY 10014","(40.73778, -74.00197)",(212) 889-8884,Italian,$$$,4.5,330
np7wKWwTAhetwpXqsWpFkQ,Little Park,"85 W Broadway,New York, NY 10007","(40.71521, -74.00913)",(212) 220-4110,American,$$$,4,370
pfmAcS-g6SiNG0KlLvrqnA,Beauty & Essex,"146 Essex St,New York, NY 10002","(40.72037, -73.98677)",(212) 614-0146,American,$$$,4,3504
ZhbHXqkEYNKLAbamW5peJQ,Narcissa,"25 Cooper Sq,New York, NY 10003","(40.7279081084989, -73.9909284946934)",(212) 228-3344,American,$$$,3.5,507
HvdQVxpWHU9mmH0I_gtdKA,Cocina Consuelo,"1766 Amsterdam Ave,New York, NY 10031","(40.826876, -73.94674)",(347) 552-4193,Mexican,,5,10
EhJO7B2hzHq8NT8iFKoCwg,Hot Jalapeño,"219 E 116th St,New York, NY 10029","(40.7976444478292, -73.9390864432851)",(646) 351-6895,Mexican,$$,4,78
Bk7METp9hGgm409E6EoBhw,Mani In Pasta,"245 E 14th St,New York, NY 10016","(40.7326, -73.98515)",(646) 891-0174,Italian,$$,4.5,96
8qSOz7oTPUUCafsMOBBNEQ,Pisillo Italian Panini,"97 Nassau St,New York, NY 10038","(40.710558, -74.007594)",(212) 227-3104,Italian,$$,4.5,589
ZCAkVl5SeCDeBWg_xjfYeg,Clay Pot - East Village,"58 St Mark's Pl,New York, NY 10003","(40.7279880270274, -73.9865907985248)",(646) 434-6449,Chinese,$$,4.5,317
2IrDzLVFUFPp229c1x8YNw,Hong Man,"27 Eldridge St,New York, NY 10002","(40.715145, -73.993698)",(212) 925-0805,Chinese,$,4,137
ub2VfE7SRLJABAClzGZp3A,Tacombi - Flatiron,"30 W 24th St,New York, NY 10010","(40.742807, -73.991138)",(212) 242-3491,Mexican,$$,4,657
BOz0qTUMtAfljd3Vn1rerQ,Pado,"199 2nd Ave,New York, NY 10003","(40.7314, -73.98589)",(646) 476-6101,Japanese,$$,4.5,314
KZHeT-AgZnF6iYCVsucClg,Capri Ristorante,"145-147 Mulberry St,New York, NY 10013","(40.71894, -73.99759)",(212) 625-2626,Italian,$$,2.5,294
kIm0oeOaVfC9-2flLPVklA,Patrizia's Pizza and Pasta,"462-466 2nd Ave,New York, NY 10016","(40.7398415, -73.9792862)",(212) 597-9999,Italian,$$,4,604
_V7YsDQ4Lb41rqfkuPzm1w,Trattoria Pesce Pasta,"262 Bleecker St,New York, NY 10014","(40.73115, -74.00319)",(212) 645-2993,Italian,$$,4,240
3KztPt62_BR1EO2_RCRhBQ,Wollensky Grill,"210 E 49th St,New York, NY 10017","(40.7547798156738, -73.9707870483398)",(212) 753-0444,American,$$$,3.5,130
NMvGg6AwvEMUEjIF1z9Ghw,Puebla,"88 Essex St,New York, NY 10002","(40.717988, -73.988314)",(212) 473-6643,Mexican,$,3.5,24
wZkZmjZEJDraLJgAalnHvA,Pisticci,"125 La Salle St,New York, NY 10027","(40.8141624, -73.960288)",(212) 932-3500,Italian,$$,4,863
wdGMVLUzocmnl2tST0lheg,YunShang Rice Noodle House,"53 Bayard St,New York, NY 10013","(40.71525, -73.99765)",(646) 998-5223,Chinese,$$,4,190
IRQmUno4GQMvEDifCXO-cw,China Place,"3141 Broadway,New York, NY 10027","(40.8140965, -73.9597942)",(212) 749-8888,Chinese,$,2,44
herb-gOpfjJGeiYWXb2liw,presto fresh mexican,"429 W 125th St,New York, NY 10027","(40.81221, -73.95502)",,Mexican,,4,16
JlpVZdT1V-Pd5y3LH0xBPg,Dragon Palace,"202 Centre St,New York, NY 10013","(40.718769, -73.99897)",(212) 966-7866,Chinese,$$,3.5,3
ojeMH0rbOOMx9ajChbVkJQ,Papatzul,"55 Grand St,New York, NY 10013","(40.722148, -74.003677)",(212) 274-8225,Mexican,$$,3.5,430
J9pgjC191T-odCmTAG-grQ,El Diablito Taqueria,"60 E 3rd St,New York, NY 10003","(40.72504, -73.98917)",(646) 692-9268,Mexican,$,4,371
56PeolgNURAG4x6q7nanmw,Odo,"17 W 20th St,New York, NY 10011","(40.74032, -73.99223)",,Japanese,$$$$,4,24
A-ert0jDRBfku9ogyW_mEg,Spice Symphony,"150 E 50th St,New York, NY 10022","(40.7558937072754, -73.9715347290039)",(212) 300-4869,Chinese,$$,4.5,487
eVk4F9ixl89zyUHJ1G2Aiw,Luzzos La Pizza Napoletana,"211 1st Ave,New York, NY 10003","(40.730616, -73.9834846)",(212) 473-7447,Italian,$$,4,1046
o7ebhiCJTSsp43ynRDB1qA,Cipriani Downtown,"376 W Broadway,New York, NY 10012","(40.723567, -74.003003)",(212) 343-0999,Italian,$$$$,3.5,312
OHRcjU4AgVcnPM2sH-Rkgg,Daily Goods,"116 John St,New York, NY 10038","(40.7074837, -74.0058204)",(212) 227-4524,American,,4.5,6
zo4JHfD2nWPUiqgsgDOaHQ,Rao's,"455 E 114th St,New York, NY 10029","(40.79392, -73.93427)",(212) 722-6709,Italian,$$$$,4.5,165
CFR-HzVHKWRMpMAR3LAhzg,Montesacro Pinseria Brooklyn,"432 Union Ave,Brooklyn, NY 11211","(40.71338, -73.95136)",(347) 916-1062,Italian,$$,4.5,68
EVQQ1Fs1YNlKd4HuxmzlJQ,88 Chinese Restaurant,"473 Malcolm X Blvd,New York, NY 10037","(40.8133599154897, -73.9418023908753)",(212) 281-1288,Chinese,$,3,17
pmLPrC-TraaZYSd7Hqwnpg,Tasty Burrito ny,"2330 Broadway,New York, NY 10024","(40.7874381436491, -73.9769718423486)",(347) 757-2551,Mexican,$,5,1
nIYDlplPts4l2G-bMlQbNg,Rustica Lounge Bar & Restaurant,"565 Gorge Rd,Cliffside Park, NJ 07010","(40.82295, -73.98804)",(201) 313-0802,Italian,$$,3.5,256
jnHbdsqlTKlPcmJ8BCP9-g,Via Carota,"51 Grove St,New York, NY 10014","(40.7331, -74.00369)",(212) 255-1962,Italian,$$$,4,552
gvAzBcK3YZf6UQqOerqF2w,New Dragon House Chinese Restaurant,"666 Amsterdam Ave,New York, NY 10025","(40.7918190298439, -73.9720649229145)",(347) 249-1224,Chinese,,3,8
qj-5zKQ1D4SuRCG3wSzd0g,Japan Pizza Den Den Gyoza,"43-48 42nd St,Sunnyside, NY 11104","(40.7427046910303, -73.9224605740662)",,Japanese,,4.5,4
6eqrk1wCQMww_ejze5gvsg,Forsythia,"104 E 7th St,New York, NY 10009","(40.72654, -73.98494)",(646) 450-5406,Italian,,5,10
GCAQmtRdNhqVit5KGJ46Qg,Estela,"47 E Houston St,New York, NY 10012","(40.724759, -73.994728)",(212) 219-7693,American,$$$,4,521
vN1CYP0WNSPfdmZAstfdOg,Sabor A Mexico 2,"233 E 77th St,New York, NY 10021","(40.772556, -73.957035)",(212) 439-8301,Mexican,$$,3.5,179
eQ4QUGvuHGBzsOrphsVc6A,Hakata Zen,"31 Stmarks Pl,New York, NY 10003","(40.72907733, -73.98818617)",(212) 598-1188,Japanese,,4,10
Q10FeFs1mtNchv1NbNcsLg,Oaxaca Taqueria,"152 E 33rd St,New York, NY 10016","(40.7453117370605, -73.9795227050781)",(212) 684-4404,Mexican,$$,3.5,129
VzdToJAHuLY07TlXZTdIwA,Tito Murphy's,"346 W 46th St,New York, NY 10036","(40.76034, -73.989743)",(212) 245-2030,Mexican,,4,46
YSflX6shqcP3zYno0Zz75Q,While We Were Young,"183 W 10th St,New York, NY 10014","(40.73437, -74.00272)",(917) 675-6272,American,$$,4,346
dDXtga5Kgo5B1twdezcZJA,Auntie Guan's Kitchen 108,"108 W 14th St,New York, NY 10011","(40.7377213477598, -73.9974148512518)",(212) 206-8388,Chinese,$$,3.5,338
5hzBBS8u40nmcY_zmiq7dw,diRiso Risotto Balls,"100 W 77th St,New York, NY 10024","(40.78113, -73.97794)",(914) 943-9608,Italian,,5,2
VVlHJ6_sJbRAodV5lCzBnA,Kanoyama,"175 2nd Ave,New York, NY 10003","(40.730545186039, -73.986544028849)",(212) 777-5266,Japanese,$$$,4,656
Gb79W0yuQfJvu0V0SDC0Ag,Aya Sushi,"314 W 39th St,New York, NY 10018","(40.75561, -73.99207)",(212) 221-5849,Japanese,$$,4,321
A2DV-AQIXRYUMu5Ak5mjxg,Patzeria Family & Friends,"311 W 48th St,New York, NY 10036","(40.7615, -73.98754)",(212) 245-4343,Italian,$$,4.5,1108
8UwRTdW4OtSEI2rJ_p1zGg,Dimes,"49 Canal St,New York, NY 10002","(40.714973, -73.991539)",(212) 925-1300,American,$$,3.5,255
jB5fXguSmlX65asSB3KIfQ,Charrito's Restaurant,"974 Blvd E,Weehawken, NJ 07086","(40.77707, -74.0136)",(201) 330-1130,Mexican,$$,3,647
4Objcs7HXSGuzpb0SOa-Jw,Blue Hill,"75 Washington Pl,New York, NY 10011","(40.7320640251595, -73.9996931018524)",(212) 539-1776,American,$$$$,4.5,1000
5Ota_iMwlPLPrap-KfQrgw,Benny's Burritos,"113 Greenwich Ave,New York, NY 10014","(40.7380740387279, -74.002123778491)",(212) 633-9210,Mexican,$$,3.5,772
DRitJoNGTkHXZvH_YpLIAw,Marc Forgione,"134 Reade St,New York, NY 10013","(40.71647, -74.0095599)",(212) 941-9401,American,$$$,4.5,924
V_5IS9PY4tjmYk95lDWfgg,Tequilas Mexican Grill,"358 West 23 rd St,New York, NY 10011","(40.74612, -74.00083)",(212) 463-0535,Mexican,,3.5,12
fanlKZzN-fI9LywqQD6EHg,Broadstone Bar & Kitchen,"88 Broad St,New York, NY 10004","(40.70411, -74.01186)",(646) 707-0426,American,$$,4,250
a0IET3_yCFcO36OqGSsisg,Eataly Flatiron,"200 5th Ave,New York, NY 10010","(40.74195877796, -73.989716662832)",(212) 229-2560,Italian,$$,4,5625
Bh1JBgQWZl9zct46uw_FzQ,Charlie Bird,"5 King St,New York, NY 10012","(40.72781, -74.002861)",(212) 235-7133,Italian,$$,3.5,462
dC2VDnFveu7JPNY_X9NvxQ,Poke Bowl,"26 East 17th St,New York, NY 10003","(40.7372124400428, -73.9907047340039)",,Japanese,,4.5,14
VZq7ZKqOxqTFzhdEc9E80A,The Times Eatery,"680 8th Ave,New York, NY 10036","(40.7580028623838, -73.9890783870807)",(646) 386-7787,American,,4.5,2
vyKBwzRdNX4yiJDIFv37iw,Oxomoco,"128 Greenpoint Ave,Brooklyn, NY 11222","(40.7299099, -73.95548)",(646) 688-4180,Mexican,$$$,4,294
pTWFuMYed409y99N0zY05Q,Barbaresco Restaurant,"843 Lexington Ave,New York, NY 10065","(40.76539, -73.96556)",(212) 517-2288,Italian,$$,4,90
SSvIOFoNkq3ARqWo5PbYwg,Steak & Hoagies,"1657 Madison Ave,New York, NY 10029","(40.796352, -73.947189)",(917) 492-5001,Chinese,$,3,19
32VbG_XgkZIuye0PV-BxaA,Zero Otto Nove,"15 W 21st St,New York, NY 10010","(40.7407551035259, -73.9914887388588)",(212) 242-0899,Italian,$$,4,475
H_KyiRhwho8rdlw_R93_0Q,Marea,"240 Central Park S,New York, NY 10019","(40.7674213694566, -73.9810554368179)",(212) 582-5100,Italian,$$$,4,2041
mTWlEiCUEBlxBAkIikkB1A,Carmine's Italian Restaurant - Upper West Side,"2450 Broadway,New York, NY 10024","(40.791077, -73.973763)",(212) 362-2200,Italian,$$,4,1374
B6bEkY9sJ_GU2pD2Rwb4gg,El Mitote,"208 Columbus Ave,New York, NY 10023","(40.77578, -73.98021)",(212) 874-2929,Mexican,$$,3.5,491
NBgDoMiF4tj5aS7V7zayoA,Antica Ristorante,"370 Canal St,New York, NY 10013","(40.7206611633301, -74.0043869018555)",(646) 439-2460,Italian,$$,3.5,47
xGoSAOhQBNdJMJmPn7CMDQ,Mexicue,"1440 Broadway,New York, NY 10018","(40.754109, -73.986015)",(212) 302-0385,Mexican,$$,4,551
tCuPhpmf1PaYe5dmwdq8Ew,Guacamole Mexican Restaurant,"768 Amsterdam Ave,New York, NY 10025","(40.79515, -73.9698)",(917) 265-8173,Mexican,$$,4,160
xOL2SC34gdhKHSbyaDz9BA,Pearls,"796 Amsterdam Ave,New York, NY 10025","(40.7958833, -73.9692167)",(212) 749-0300,Chinese,$$,3,153
e8C2mJjAmk0YWQx_Q0NN3w,Casa del Toro,"626B 10th Ave,New York, NY 10036","(40.761115, -73.9940146)",(212) 586-0811,Mexican,,4,17
ayOj0JXAsuGqVG8reuqpxQ,DiWine,"41-15 31st Ave,Astoria, NY 11103","(40.76087, -73.91557)",(718) 777-1355,American,$$,4,770
R6cdgEFQwu0vDllP5tEWUQ,Blockheads,"175 W 90th St,New York, NY 10024","(40.790619, -73.972507)",(212) 510-7410,Mexican,$$,3.5,257
YvUzv_3yrkarui6r8nwldQ,Club Room at Soho Grand,"310 W Broadway,New York, NY 10013","(40.7220519, -74.0045064)",(212) 965-3588,American,$$$,4,9
XVqXXolr-RS_ZarEAJjQ7A,Dig,"16 E 23rd St,New York, NY 10010","(40.7406997680664, -73.9883117675781)",(212) 253-6174,American,$$,4,284
Ld_ueNsJVWkm6-QlGS81zA,Marathon Sushi,"661 Anderson Ave,Cliffside Park, NJ 07010","(40.827144, -73.987274)",(201) 840-0840,Japanese,$$,4,134
P_RNungaIf6FZdzEWkoQ0g,Sakura of Japan,"29 John St,New York, NY 10038","(40.709761, -74.008546)",(212) 775-8540,Japanese,$,3.5,150
Ck4qyOc_m6uxz0uC3l-NTA,El Paso Restaurante Mexicano,"123 E 110th St,New York, NY 10029","(40.7952932513683, -73.9451895260037)",(212) 831-9831,Mexican,,3.5,22
Bwj7nzWphGV6FaZ_ygTSOg,Happy Hot Hunan,"969 Amsterdam Ave,New York, NY 10025","(40.80133, -73.96466)",(212) 531-1788,Chinese,$$,3.5,156
Ad3JpyadCNBDKZiKD57Tbw,The Brooklyneer,"220 W Houston St,New York, NY 10014","(40.7286219, -74.0045657)",(646) 692-4911,American,$$,3.5,251
vODvsWDPppO5-AoKpjcQ8w,Fu Xing,"273 W 38th St,New York, NY 10018","(40.7547, -73.991055)",(212) 575-6978,Chinese,$,4.5,6
GOEBF8Odq1SPdz4PWJx6PQ,Serafina Always,"33 E 61st St,New York, NY 10065","(40.764789, -73.969779)",(212) 702-9898,Italian,$$,3,332
MOwB9YYd-Ko6nVgSB-ltQw,Briciola,"370 W 51st St,New York, NY 10019","(40.7637997047278, -73.9880919456482)",(646) 678-5763,Italian,$$,4,839
NUdrJYB7GHRuwVVETSDIFQ,Top Quality,"10-29 44th Rd,Long Island City, NY 11101","(40.74961, -73.94994)",(718) 786-8271,Mexican,,4.5,26
lpLd3AFaMOV7LfPtvUiq8A,Mission - Manhattan,"171 E Broadway,New York, NY 10002","(40.71386, -73.98966)",(917) 376-5660,Chinese,$$,3,764
an8TuHRg0e3cgiAE705ZDA,Fornino,"Pier 6 Brooklyn Bridge Park,Brooklyn, NY 11201","(40.6928735340776, -74.0016932280972)",(718) 422-1107,Italian,$$,4,230
foRWizWrQ32g6Vv4g9UTnA,Nocciola Ristorante,"237 E 116th St,New York, NY 10029","(40.7973406168505, -73.9382923766971)",(646) 559-5304,Italian,$$,4,225
mVaslo987DCd3YC_0FtWxA,Mole,"57 Jane St,New York, NY 10014","(40.73822, -74.00524)",(212) 206-7559,Mexican,$$,3.5,438
et9pAFtSvNOct9Qcmtcf7g,Mido Japanese,"612 Amsterdam Ave,Bet. West 89 St and West 90 St,New York, NY 10024","(40.7900491, -73.9734598)",(212) 877-0033,Japanese,$$,4,213
kZxbLdq4hIzIinESuLa04Q,Vidalli's Pizzeria,"1429 5th Ave,New York, NY 10035","(40.80111, -73.94592)",(917) 409-0335,Italian,,3.5,3
AKHA6ZU8uM3vmLwH2hqH_A,Loring Place,"21 W 8th St,New York, NY 10011","(40.7329940795898, -73.9975357055664)",(212) 388-1831,American,$$$,4.5,413
y_ylOQzCP-9D_4DcUIJ3jA,Shabu-Tatsu East Village,"216 E 10th St,New York, NY 10003","(40.729147, -73.985906)",(212) 477-2972,Japanese,$$,4,636
Y39SdfmS0Z_GepcFnFqlMA,Natureworks,"113 E 31st St,New York, NY 10016","(40.745068, -73.981859)",(212) 725-1411,American,$$,4,252
4W0qF6C0KDmGDOc4pR3CkQ,The Spot Mix Grill,"5310 Park Ave,West New York, NJ 07093","(40.78193, -74.01243)",(201) 867-7768,American,$,4.5,45
mtmEa4vFYa764G97sqQ9dQ,Sapori D'Italia,"105 Mulberry St,New York, NY 10013","(40.71735, -73.99855)",(212) 714-2113,Italian,$$,4.5,270
tguMh2GgOcU9fu6WN3dqpw,The Original Buddha Bodai Kosher Vegetarian Restaurant,"5 Mott St,New York, NY 10013","(40.7138543, -73.9989484)",(212) 566-8388,Chinese,$$,4,1004
Zub6WrbrS_4XMI1mPbyeiw,La Panineria,"1 W 8th St,New York, NY 10011","(40.7324876186231, -73.9967531074097)",(917) 388-3257,Italian,$$,4,200
fyCteRCHqQb4rzJf4piKTg,Colum Chinese Restaurant,"794 Amsterdam Ave,New York, NY 10025","(40.795993, -73.969322)",(212) 316-2602,Chinese,$$,2,1
